label,message,length,label_encoded,clean_message,length_bin
ham,"Sorry, I'll call later In meeting.",34,0,sorry ill call later in meeting,sangat pendek
ham,THIS IS A LONG FUCKIN SHOWR,27,0,this is a long fuckin showr,sangat pendek
ham,"Received, understood n acted upon!",34,0,received understood n acted upon,sangat pendek
ham,They finally came to fix the ceiling.,37,0,they finally came to fix the ceiling,sangat pendek
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",172,0,u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me,panjang
ham,Jus finish blowing my hair. U finish dinner already?,52,0,jus finish blowing my hair u finish dinner already,pendek
ham,I'm on the bus. Love you,24,0,im on the bus love you,sangat pendek
ham,Lol ... I knew that .... I saw him in the dollar store,54,0,lol i knew that i saw him in the dollar store,pendek
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,166,1,todays voda numbers ending with are selected to receive a å£ reward if you have a match please call quoting claim code standard rates apply,panjang
ham,Only saturday and sunday holiday so its very difficult:),56,0,only saturday and sunday holiday so its very difficult,pendek
ham,Everybody had fun this evening. Miss you.,41,0,everybody had fun this evening miss you,sangat pendek
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,0,got hella gas money want to go on a grand nature adventure with galileo in a little bit,pendek
ham,Oh wow thats gay. Will firmware update help,43,0,oh wow thats gay will firmware update help,sangat pendek
ham,These won't do. Have to move on to morphine,43,0,these wont do have to move on to morphine,sangat pendek
ham,How come i din c Ì_... Yup i cut my hair...,43,0,how come i din c ì yup i cut my hair,sangat pendek
ham,K k pa Had your lunch aha.,26,0,k k pa had your lunch aha,sangat pendek
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,0,captain vijaykanth is doing comedy in captain tvhe is drunken,pendek
ham,Of course. I guess god's just got me on hold right now.,55,0,of course i guess gods just got me on hold right now,pendek
ham,Do you hide anythiing or keeping distance from me,49,0,do you hide anythiing or keeping distance from me,sangat pendek
ham,Havent.,7,0,havent,sangat pendek
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,143,1,you are being ripped off get your mobile content from wwwclubmobycom call polytruepixringtonesgames six downloads for only,sedang
ham,Sorry i din lock my keypad.,27,0,sorry i din lock my keypad,sangat pendek
ham,Are you planning to come chennai?,33,0,are you planning to come chennai,sangat pendek
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,155,1,we tried to contact you re your reply to our offer of a video phone anytime any network mins half price line rental camcorder reply or call,panjang
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,0,god created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs,panjang
ham,We are okay. Going to sleep now. Later,38,0,we are okay going to sleep now later,sangat pendek
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",139,0,finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but dont drive,sedang
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,158,1,a å£ xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a å£ reward just call,panjang
ham,Where r e meeting tmr?,22,0,where r e meeting tmr,sangat pendek
ham,Lol yes. But it will add some spice to your day.,48,0,lol yes but it will add some spice to your day,sangat pendek
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,80,0,our prasanth ettans mother passed away last night just pray for her and family,pendek
ham,"K, I'll work something out",26,0,k ill work something out,sangat pendek
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,136,1,private your account statement for shows unredeemed s i m points call identifier code expires,sedang
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,106,0,this message is from a great doctor in india do not drink appy fizz it contains cancer causing age,sedang
ham,You call him and tell now infront of them. Call him now.,56,0,you call him and tell now infront of them call him now,pendek
ham,Ok no prob...,13,0,ok no prob,sangat pendek
ham,Ladies first and genus second k .,33,0,ladies first and genus second k,sangat pendek
ham,No. Yes please. Been swimming?,30,0,no yes please been swimming,sangat pendek
ham,Mum not going robinson already.,31,0,mum not going robinson already,sangat pendek
ham,Ok set let u noe e details later...,35,0,ok set let u noe e details later,sangat pendek
ham,Not..tel software name..,24,0,nottel software name,sangat pendek
ham,I send the print  outs da.,26,0,i send the print outs da,sangat pendek
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,49,0,im realy soz imat my mums nite what about moro,sangat pendek
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",70,0,when i was born god said oh no another idiot when you were born,pendek
ham,"I didnt get ur full msg..sometext is missing, send it again",59,0,i didnt get ur full msgsometext is missing send it again,pendek
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",64,0,probably not im almost out of gas and i get some cash tomorrow,pendek
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",152,1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref,panjang
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,109,0,i forgot ask ì all smth theres a card on da present lei how ìï all want write smth or sign on it,sedang
ham,I'm leaving my house now.,25,0,im leaving my house now,sangat pendek
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160,1,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsmscom text stop to stop ptext,panjang
ham,ÌÏ ready then call me...,24,0,ìï ready then call me,sangat pendek
ham,Wewa is 130. Iriver 255. All 128 mb.,36,0,wewa is iriver all mb,sangat pendek
ham,It is a good thing I'm now getting the connection to bw,55,0,it is a good thing im now getting the connection to bw,pendek
ham,Sry da..jst nw only i came to home..,36,0,sry dajst nw only i came to home,sangat pendek
ham,"That's cool he'll be here all night, lemme know when you're around",66,0,thats cool hell be here all night lemme know when youre around,pendek
ham,Are you staying in town ?,25,0,are you staying in town,sangat pendek
ham,"Haha yeah, 2 oz is kind of a shitload",37,0,haha yeah oz is kind of a shitload,sangat pendek
ham,Ok u can take me shopping when u get paid =D,44,0,ok u can take me shopping when u get paid d,sangat pendek
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,0,alright well bring it to you see you in like ltgt mins,pendek
ham,But pls dont play in others life.,33,0,but pls dont play in others life,sangat pendek
ham,Eatin my lunch...,17,0,eatin my lunch,sangat pendek
ham,Hmmm.but you should give it on one day..,40,0,hmmmbut you should give it on one day,sangat pendek
ham,"Didn't try, g and I decided not to head out",43,0,didnt try g and i decided not to head out,sangat pendek
ham,Ok no prob,10,0,ok no prob,sangat pendek
ham,Surly ill give it to you:-) while coming to review.,51,0,surly ill give it to you while coming to review,pendek
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",154,0,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies,panjang
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,147,0,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,sedang
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",155,1,urgent your mobile no was awarded a å£ bonus caller prize on this is our nd attempt to contact you call boxqu,panjang
ham,A guy who gets used but is too dumb to realize it.,50,0,a guy who gets used but is too dumb to realize it,sangat pendek
ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",64,0,okey dokey iû÷ll be over in a bit just sorting some stuff out,pendek
ham,Yes fine ,9,0,yes fine,sangat pendek
ham,I liked the new mobile,22,0,i liked the new mobile,sangat pendek
ham,Anytime...,10,0,anytime,sangat pendek
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,124,0,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,sedang
ham,Yar but they say got some error.,32,0,yar but they say got some error,sangat pendek
ham,Hey anyway i have to :-),24,0,hey anyway i have to,sangat pendek
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,95,0,wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later,pendek
ham,Wif my family booking tour package.,35,0,wif my family booking tour package,sangat pendek
ham,"Did you say bold, then torch later. Or one torch and 2bold?",59,0,did you say bold then torch later or one torch and bold,pendek
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",73,0,haha awesome i might need to take you up on that what you doin tonight,pendek
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),88,0,ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,pendek
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,77,0,huh so slow i tot u reach long ago liao u more days only i more leh,pendek
ham,Thats cool princess! I will cover your face in hot sticky cum :),64,0,thats cool princess i will cover your face in hot sticky cum,pendek
ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,76,0,big brotherû÷s really scraped the barrel with this shower of social misfits,pendek
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..,55,0,oops i thk i dun haf enuff i go check then tell ì,pendek
ham,S:)8 min to go for lunch:),26,0,s min to go for lunch,sangat pendek
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",112,0,hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,sedang
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",77,0,k will do addie amp i are doing some art so ill be here when you get home,pendek
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",102,0,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,sedang
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,79,0,forgot to tell ì smth can ì like number the sections so that its clearer,pendek
ham,"Yup. Anything lor, if u dun wan it's ok...",42,0,yup anything lor if u dun wan its ok,sangat pendek
ham,"I'm home, my love ... If your still awake ... *loving kiss*",59,0,im home my love if your still awake loving kiss,pendek
ham,HELLO PEACH! MY CAKE TASTS LUSH!,32,0,hello peach my cake tasts lush,sangat pendek
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153,1,free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply,panjang
ham,"There'll be a minor shindig at my place later tonight, you interested?",70,0,therell be a minor shindig at my place later tonight you interested,pendek
ham,Jason says it's cool if we pick some up from his place in like an hour,70,0,jason says its cool if we pick some up from his place in like an hour,pendek
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",143,1,had your mobile mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call,sedang
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,124,0,i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt,sedang
ham,I've reached already.,21,0,ive reached already,sangat pendek
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,77,0,i dont know ask to my brother nothing problem some thing that just i told,pendek
ham,K:)eng rocking in ashes:),25,0,keng rocking in ashes,sangat pendek
ham,Wat time r Ì_ going to xin's hostel?,36,0,wat time r ì going to xins hostel,sangat pendek
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,75,0,good morning my dear shijutta have a great amp successful day,pendek
ham,Oh k:)after that placement there ah?,36,0,oh kafter that placement there ah,sangat pendek
ham,"Not for possession, especially not first offense",48,0,not for possession especially not first offense,sangat pendek
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175,0,nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru any problem,panjang
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,237,0,i bought the test yesterday its something that lets you know the exact day u ovulatewhen will get u in about to wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,sangat panjang
ham,We have pizza if u want,23,0,we have pizza if u want,sangat pendek
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",105,0,i keep seeing weird shit and bein all woah then realising its actually reasonable and im all oh,sedang
ham,Many more happy returns of the day. I wish you happy birthday.,62,0,many more happy returns of the day i wish you happy birthday,pendek
ham,"\Thinking of u ;) x\""""",22,0,thinking of u x,sangat pendek
ham,Orh i tot u say she now still dun believe.,42,0,orh i tot u say she now still dun believe,sangat pendek
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",79,0,when you just put in the sign choose my number and the pin will show right,pendek
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,133,0,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n,sedang
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,91,0,thanx u darlinim cool thanx a few bday drinks nite morrow off take care c u soonxxx,pendek
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",99,0,if youre still up maybe leave the credit card so i can get gas when i get back like he told me to,pendek
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,160,1,your weekly coolmob tones are ready to download this weeks new tones include crazy frogaxel f akonlonely black eyeddont p more info in n,panjang
ham,Well boy am I glad G wasted all night at applebees for nothing,62,0,well boy am i glad g wasted all night at applebees for nothing,pendek
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,155,1,cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these,panjang
ham,Ok lor... Or u wan me go look 4 u?,34,0,ok lor or u wan me go look u,sangat pendek
ham,U wan 2 haf lunch i'm in da canteen now.,40,0,u wan haf lunch im in da canteen now,sangat pendek
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,157,0,dont make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud niswt dreams,panjang
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",133,0,hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around,sedang
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,139,1,thanks your continued support your question this week will enter u in our draw å£ cash name the new us president txt ans to,sedang
ham,I'm home. Doc gave me pain meds says everything is fine.,56,0,im home doc gave me pain meds says everything is fine,pendek
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),93,0,its ì© only ardìä rest all ard at leastwhich is ì© price ì© bedrm,pendek
ham,Me too! Have a lovely night xxx,31,0,me too have a lovely night xxx,sangat pendek
ham,Prepare to be pleasured :),26,0,prepare to be pleasured,sangat pendek
ham,Hi.:)technical support.providing assistance to us customer through call and email:),83,0,hitechnical supportproviding assistance to us customer through call and email,pendek
ham,if you text on your way to cup stop that should work. And that should be BUS,76,0,if you text on your way to cup stop that should work and that should be bus,pendek
ham,Whens your radio show?,22,0,whens your radio show,sangat pendek
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,89,1,your unique user id is for removal send stop to customer services,pendek
ham,I'm not sure if its still available though,42,0,im not sure if its still available though,sangat pendek
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,120,0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,sedang
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,62,0,cheers lou yeah was a goodnite shame u neva came c ya gailxx,pendek
ham,Hi..i got the money da:),24,0,hii got the money da,sangat pendek
ham,Ok then u tell me wat time u coming later lor.,46,0,ok then u tell me wat time u coming later lor,sangat pendek
ham,U repeat e instructions again. Wat's e road name of ur house?,61,0,u repeat e instructions again wats e road name of ur house,pendek
ham,Quite lor. But dun tell him wait he get complacent...,53,0,quite lor but dun tell him wait he get complacent,pendek
ham,Sorry completely forgot * will pop em round this week if your still here?,73,0,sorry completely forgot will pop em round this week if your still here,pendek
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87,0,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,pendek
ham,O we cant see if we can join denis and mina? Or does denis want alone time,74,0,o we cant see if we can join denis and mina or does denis want alone time,pendek
ham,Sen told that he is going to join his uncle finance in cbe,58,0,sen told that he is going to join his uncle finance in cbe,pendek
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,80,0,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,pendek
ham,"Call me, i am senthil from hsbc.",32,0,call me i am senthil from hsbc,sangat pendek
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",147,0,especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,sedang
ham,Indeed and by the way it was either or - not both !,51,0,indeed and by the way it was either or not both,pendek
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",147,1,urgent call from landline your complimentary ibiza holiday or å£ cash await collection sae tcs po box sk wp ppm,sedang
ham,Holy living christ what is taking you so long,45,0,holy living christ what is taking you so long,sangat pendek
ham,ÌÏ thk of wat to eat tonight.,29,0,ìï thk of wat to eat tonight,sangat pendek
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",157,0,thanx yup we coming back on sun finish dinner going back hotel now time flies were tog exactly a mth today hope well haf many more mths to come,panjang
ham,We're on the opposite side from where we dropped you off,56,0,were on the opposite side from where we dropped you off,pendek
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,68,0,yup izzit still raining heavily cos im in e mrt i cant c outside,pendek
ham,Send me your resume:-),22,0,send me your resume,sangat pendek
ham,Gd luck 4 ur exams :-),22,0,gd luck ur exams,sangat pendek
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,84,0,or u ask they all if next sat can a not if all of them can make it then im ok lor,pendek
ham,Sorry that was my uncle. I.ll keep in touch,43,0,sorry that was my uncle ill keep in touch,sangat pendek
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,62,0,saw guys and dolls last night with patrick swayze it was great,pendek
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,136,1,urgent this is our nd attempt to contact u your å£ prize from yesterday is still awaiting collection to claim call now,sedang
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,158,1,santa calling would your little ones like a call from santa xmas eve call to book you time callsppm last mins s tc wwwsantacallingcom,panjang
ham,Just come home. I don't want u to be miserable,46,0,just come home i dont want u to be miserable,sangat pendek
ham,I dont know why she.s not getting your messages,47,0,i dont know why shes not getting your messages,sangat pendek
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",151,0,its cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight our total order is a quarter you got enough,panjang
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",240,0,the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me im nervous because of course now he may have my address should i call his boss and tell him knowing this may get him fired,sangat panjang
ham,How do you plan to manage that,30,0,how do you plan to manage that,sangat pendek
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",114,0,er hello things didnû÷t quite go to plan ûò is limping slowly home followed by aa and with exhaust hanging off,sedang
ham,Sorry for the delay. Yes masters,32,0,sorry for the delay yes masters,sangat pendek
ham,Call me when u finish then i come n pick u.,43,0,call me when u finish then i come n pick u,sangat pendek
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,153,1,private your account statement for shows unredeemed bonus points to claim call identifier code expires,panjang
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,110,0,whats up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,sedang
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",201,0,dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself,sangat panjang
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",151,0,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,panjang
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,86,0,e admin building there i might b slightly earlier ill call u when im reaching,pendek
ham,"fyi I'm at usf now, swing by the room whenever",46,0,fyi im at usf now swing by the room whenever,sangat pendek
ham,i can call in  &lt;#&gt;  min if thats ok,41,0,i can call in ltgt min if thats ok,sangat pendek
ham,ÌÏ no home work to do meh... ,29,0,ìï no home work to do meh,sangat pendek
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,98,0,anything is valuable in only situations first before getting it second after loosing it,pendek
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,86,0,me too mark is taking forever to pick up my prescription and the pain is coming back,pendek
ham,How's ur paper?,15,0,hows ur paper,sangat pendek
ham,Got smaller capacity one? Quite ex...,37,0,got smaller capacity one quite ex,sangat pendek
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,1,check out choose your babe videos smsshsexnetun fgkslpopw fgkslpo,pendek
ham,Im good! I have been thinking about you...,42,0,im good i have been thinking about you,sangat pendek
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),152,1,u r a winner u ave been specially selected receive å£ cash or a holiday flights inc speak to a live operator claim pmin,panjang
ham,:-) :-),7,0,,sangat pendek
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,111,0,not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok,sedang
ham,I am going to sleep. I am tired of travel.,42,0,i am going to sleep i am tired of travel,sangat pendek
ham,"Haha, just what I was thinkin",29,0,haha just what i was thinkin,sangat pendek
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,68,0,yup but its not giving me problems now so mayb ill jus leave it,pendek
ham,Lol no. Just trying to make your day a little more interesting,62,0,lol no just trying to make your day a little more interesting,pendek
ham,"How long before you get reply, just defer admission til next semester",69,0,how long before you get reply just defer admission til next semester,pendek
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",145,0,the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day,sedang
ham,Po de :-):):-):-):-). No need job aha.,38,0,po de no need job aha,sangat pendek
ham,Rats. Hey did u ever vote for the next themes?,46,0,rats hey did u ever vote for the next themes,sangat pendek
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",153,1,new mobiles from must go txt nokia to no collect yours today from only å£ wwwtcbiz optout gbpmtmsg txtauction,panjang
ham,I hope your pee burns tonite.,29,0,i hope your pee burns tonite,sangat pendek
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121,0,oh rite well im with my best mate pete who i went out with a week now were geva again its been longer than a week,sedang
ham,Yay can't wait to party together!,33,0,yay cant wait to party together,sangat pendek
ham,....photoshop makes my computer shut down.,42,0,photoshop makes my computer shut down,sangat pendek
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,89,0,all boys made fun of me today ok i have no problem i just sent one message just for fun,pendek
ham,That's one of the issues but california is okay. No snow so its manageable,74,0,thats one of the issues but california is okay no snow so its manageable,pendek
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,135,1,private your account statement for shows unredeemed s i m points call identifier code expires,sedang
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",71,0,hmmm mayb can try e shoppin area one but forgot e name of hotel,pendek
ham,"Awesome, that gonna be soon or later tonight?",45,0,awesome that gonna be soon or later tonight,sangat pendek
ham,I need details about that online job.,37,0,i need details about that online job,sangat pendek
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,136,1,you have won as a valued vodafone customer our computer has picked you to win a å£ prize to collect is easy just call,sedang
ham,Missing you too.pray inshah allah,33,0,missing you toopray inshah allah,sangat pendek
ham,Pls help me tell Ashley that i cant find her number oh,54,0,pls help me tell ashley that i cant find her number oh,pendek
ham,S.this will increase the chance of winning.,43,0,sthis will increase the chance of winning,sangat pendek
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,81,0,either way works for me i am ltgt years old hope that doesnt bother you,pendek
ham,Maybe you should find something else to do instead???,53,0,maybe you should find something else to do instead,pendek
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,76,0,gain the rights of a wifedont demand iti am trying as husband toolets see,pendek
ham,I liked your new house,22,0,i liked your new house,sangat pendek
ham,I'm fine. Hope you are also,27,0,im fine hope you are also,sangat pendek
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",109,0,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,sedang
ham,Same to u...,12,0,same to u,sangat pendek
ham,yes baby! I need to stretch open your pussy!,44,0,yes baby i need to stretch open your pussy,sangat pendek
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,58,0,thanks and or bomb and date as my phone wanted to say,pendek
